customer_id,monthly_spend,contract_length_months,support_tickets,feature_usage_score,days_since_last_login,price_sensitivity_score,competitor_engagement,churn
C000490,660.91,36,4,0.858,15,0.719,0.325,0
C000491,2173.2,6,1,0.471,2,0.42,0.442,0
C000492,707.61,12,6,0.257,1,0.112,0.345,1
C000493,333.94,12,3,0.907,2,0.303,0.356,0
C000494,2249.58,12,3,0.159,9,0.059,0.276,0
C000495,1023.65,3,5,0.713,7,0.099,0.101,0
C000496,290.09,12,3,0.269,24,0.258,0.065,1
C000497,571.19,3,5,0.656,19,0.35,0.376,0
C000498,330.14,12,2,0.24,41,0.638,0.221,1
C000499,220.03,6,3,0.747,59,0.309,0.216,0
C000500,1395.41,12,6,0.804,0,0.851,0.422,0
C000501,3064.17,12,6,0.576,5,0.396,0.335,0
C000502,217.27,12,3,0.398,1,0.236,0.472,0
C000503,1043.54,12,3,0.822,7,0.373,0.514,0
C000504,395.24,12,3,0.845,18,0.473,0.389,0
C000505,450.47,24,1,0.286,6,0.407,0.142,0
C000506,414.09,6,5,0.506,4,0.328,0.196,0
C000507,333.22,24,3,0.478,9,0.061,0.251,1
C000508,691.47,24,4,0.771,0,0.126,0.168,0
C000509,342.15,12,1,0.718,72,0.543,0.579,1
C000510,825.81,6,3,0.845,68,0.336,0.026,1
C000511,638.94,12,5,0.385,2,0.437,0.059,0
C000512,549.41,3,3,0.608,4,0.542,0.629,0
C000513,321.81,3,1,0.509,16,0.216,0.246,0
C000514,419.3,6,3,0.287,7,0.419,0.187,0
C000515,1217.21,6,3,0.701,0,0.402,0.398,0
C000516,993.0,12,4,0.578,1,0.47,0.021,0
C000517,304.28,24,2,0.678,22,0.473,0.226,1
C000518,720.15,6,6,0.853,4,0.328,0.217,0
C000519,1213.31,36,2,0.641,15,0.471,0.234,0
C000520,174.95,36,4,0.795,6,0.649,0.727,0
C000521,1027.3,36,2,0.036,14,0.238,0.822,0
C000522,391.47,24,7,0.739,136,0.152,0.195,0
C000523,1049.93,12,7,0.541,23,0.093,0.396,0
C000524,361.19,3,2,0.391,8,0.563,0.332,0
C000525,156.98,12,5,0.825,67,0.375,0.328,0
C000526,180.9,12,3,0.586,0,0.222,0.172,0
C000527,691.23,24,3,0.644,3,0.385,0.079,0
C000528,818.75,36,1,0.799,13,0.364,0.157,0
C000529,322.64,12,2,0.392,6,0.276,0.222,0
C000530,1108.62,12,4,0.793,25,0.551,0.042,0
C000531,176.05,6,5,0.089,0,0.65,0.705,0
C000532,630.89,3,2,0.458,6,0.144,0.169,0
C000533,252.44,12,2,0.782,38,0.588,0.624,1
C000534,394.86,12,0,0.775,10,0.368,0.362,0
C000535,690.85,24,5,0.36,4,0.279,0.156,0
C000536,334.18,12,2,0.58,14,0.595,0.262,1
C000537,489.0,36,2,0.303,9,0.098,0.254,0
C000538,1487.77,12,4,0.522,6,0.097,0.236,0
C000539,419.26,24,6,0.708,37,0.226,0.371,0
C000540,1297.97,6,1,0.436,38,0.435,0.112,0
C000541,269.41,24,2,0.347,10,0.569,0.552,0
C000542,1016.22,12,1,0.109,18,0.142,0.246,0
C000543,2107.49,6,2,0.855,25,0.172,0.23,1
C000544,92.08,6,2,0.78,24,0.419,0.086,0
C000545,351.6,36,1,0.475,8,0.421,0.397,0
C000546,1055.38,3,4,0.289,21,0.22,0.395,1
C000547,565.42,12,2,0.47,50,0.364,0.219,1
C000548,895.08,12,2,0.468,1,0.521,0.088,0
C000549,410.27,12,0,0.6,1,0.105,0.163,0
C000550,712.85,24,2,0.777,38,0.358,0.293,0
C000551,587.25,12,4,0.373,18,0.281,0.151,0
C000552,1692.95,12,3,0.501,0,0.334,0.277,0
C000553,815.28,36,1,0.335,29,0.36,0.249,0
C000554,871.38,24,7,0.697,2,0.531,0.48,1
C000555,478.42,24,2,0.68,36,0.209,0.323,0
C000556,450.3,12,3,0.64,13,0.553,0.226,0
C000557,470.57,6,3,0.371,6,0.1,0.371,0
C000558,911.93,12,5,0.633,19,0.624,0.189,0
C000559,474.95,24,1,0.5,3,0.466,0.202,0
C000560,838.67,6,3,0.736,15,0.401,0.543,0
C000561,3499.31,6,1,0.285,13,0.167,0.194,0
C000562,1335.28,3,3,0.301,5,0.698,0.357,0
C000563,512.44,12,3,0.214,22,0.12,0.073,0
C000564,1738.84,24,5,0.506,8,0.216,0.205,0
C000565,479.88,3,5,0.748,38,0.626,0.672,0
C000566,130.26,12,2,0.347,1,0.546,0.221,0
C000567,296.94,36,1,0.914,29,0.81,0.361,1
C000568,148.91,6,2,0.684,11,0.58,0.429,0
C000569,502.09,12,1,0.458,7,0.506,0.443,0
C000570,675.01,36,4,0.168,55,0.259,0.074,1
C000571,2543.13,36,5,0.797,4,0.41,0.377,0
C000572,863.97,6,5,0.489,11,0.449,0.154,1
C000573,558.2,6,0,0.115,12,0.619,0.537,0
C000574,1291.45,6,5,0.155,7,0.417,0.725,0
C000575,113.42,24,1,0.385,1,0.473,0.426,0
C000576,803.11,24,2,0.311,47,0.488,0.156,0
C000577,1232.37,12,2,0.204,44,0.313,0.428,0
C000578,203.8,12,0,0.431,19,0.178,0.425,0
C000579,1660.71,6,3,0.551,7,0.282,0.257,0
C000580,872.01,12,1,0.121,19,0.214,0.676,1
C000581,477.12,12,4,0.659,66,0.338,0.236,0
C000582,1103.48,24,3,0.638,42,0.303,0.131,1
C000583,4091.04,12,3,0.528,3,0.221,0.088,0
C000584,769.31,12,5,0.451,33,0.336,0.205,0
C000585,811.25,6,3,0.713,31,0.214,0.049,0
C000586,460.59,6,4,0.547,49,0.407,0.221,1
C000587,337.01,6,1,0.757,0,0.348,0.087,0
C000588,1292.42,3,1,0.66,29,0.574,0.307,0
C000589,335.34,12,4,0.841,15,0.546,0.447,0
C000590,704.33,3,2,0.648,15,0.283,0.421,1
C000591,453.9,6,3,0.191,8,0.318,0.338,0
C000592,975.73,24,1,0.557,30,0.587,0.366,0
C000593,868.64,12,3,0.542,11,0.902,0.19,0
C000594,1525.43,12,4,0.358,8,0.612,0.174,1
C000595,442.3,24,2,0.804,64,0.203,0.161,0
C000596,535.98,12,4,0.19,12,0.12,0.119,0
C000597,303.99,36,9,0.602,31,0.264,0.355,1
C000598,466.18,3,4,0.387,2,0.073,0.289,0
C000599,899.5,24,2,0.721,26,0.283,0.324,0
C000600,1218.76,36,5,0.653,22,0.356,0.172,0
C000601,318.07,24,0,0.756,14,0.152,0.109,0
C000602,1333.66,6,2,0.471,2,0.283,0.054,0
C000603,1967.48,12,2,0.626,2,0.151,0.058,0
C000604,925.88,6,4,0.581,22,0.73,0.306,1
C000605,2985.24,12,1,0.729,38,0.554,0.188,0
C000606,358.16,24,3,0.717,16,0.729,0.36,0
C000607,245.74,12,7,0.54,12,0.627,0.042,0
C000608,160.3,12,1,0.646,14,0.26,0.145,0
C000609,2201.37,12,3,0.266,3,0.504,0.654,1
C000610,1122.7,12,3,0.38,1,0.37,0.34,0
C000611,636.21,24,3,0.735,35,0.779,0.248,0
C000612,832.12,24,1,0.62,37,0.435,0.075,0
C000613,270.32,3,1,0.315,27,0.563,0.083,1
C000614,4706.04,12,2,0.469,29,0.54,0.107,1
C000615,737.58,6,7,0.778,4,0.185,0.491,0
C000616,725.98,12,5,0.254,2,0.446,0.235,0
C000617,1188.7,36,5,0.475,3,0.497,0.402,0
C000618,977.31,24,2,0.771,20,0.57,0.54,0
C000619,795.61,12,8,0.689,10,0.394,0.14,0
C000620,353.41,6,5,0.686,0,0.679,0.263,0
C000621,969.88,6,4,0.451,60,0.388,0.667,0
C000622,2997.76,12,3,0.088,5,0.379,0.136,0
C000623,1951.47,6,5,0.559,0,0.854,0.096,0
C000624,2379.27,12,2,0.536,9,0.203,0.276,0
C000625,441.88,3,4,0.534,4,0.461,0.1,1
C000626,301.36,12,0,0.725,9,0.023,0.015,1
C000627,601.47,6,2,0.11,55,0.264,0.48,1
C000628,695.46,36,3,0.608,19,0.606,0.209,0
C000629,1596.16,24,7,0.563,20,0.622,0.277,0
C000630,171.75,12,5,0.43,43,0.285,0.287,1
C000631,2261.18,3,5,0.735,2,0.071,0.672,0
C000632,586.16,12,3,0.842,2,0.223,0.132,0
C000633,472.72,6,1,0.559,38,0.541,0.224,0
C000634,295.99,12,2,0.83,3,0.378,0.323,0
C000635,176.99,24,2,0.656,26,0.769,0.044,0
C000636,1285.03,12,5,0.512,4,0.588,0.105,0
C000637,705.32,12,1,0.62,12,0.851,0.296,1
C000638,236.99,12,3,0.456,9,0.214,0.201,0
C000639,236.02,36,2,0.624,2,0.062,0.443,0
C000640,508.45,36,2,0.698,22,0.35,0.504,0
C000641,2528.08,12,3,0.482,38,0.56,0.206,0
C000642,540.41,12,5,0.068,2,0.276,0.237,0
C000643,199.83,12,3,0.597,8,0.478,0.131,0
C000644,546.43,6,1,0.422,0,0.286,0.163,0
C000645,534.76,12,3,0.347,5,0.81,0.106,1
C000646,76.9,12,1,0.651,6,0.261,0.034,1
C000647,636.87,6,3,0.725,33,0.325,0.051,0
C000648,552.94,6,2,0.64,27,0.469,0.209,0
C000649,1160.92,12,5,0.128,35,0.263,0.118,0
C000650,2919.49,24,4,0.193,1,0.426,0.114,1
C000651,1638.03,12,5,0.269,2,0.154,0.4,0
C000652,536.4,12,1,0.936,7,0.246,0.03,0
C000653,274.45,12,1,0.471,27,0.485,0.04,0
C000654,5211.84,12,1,0.65,0,0.234,0.019,0
C000655,697.41,12,2,0.286,3,0.319,0.107,0
C000656,672.6,12,2,0.672,13,0.233,0.2,0
C000657,652.43,3,1,0.362,0,0.229,0.452,0
C000658,779.36,12,1,0.242,2,0.311,0.348,1
C000659,592.6,6,4,0.535,7,0.376,0.45,0
C000660,420.34,12,6,0.045,5,0.282,0.172,0
C000661,429.45,36,3,0.648,8,0.431,0.628,1
C000662,647.94,6,1,0.295,28,0.585,0.446,1
C000663,430.63,12,6,0.586,4,0.153,0.496,1
C000664,376.05,12,2,0.451,19,0.653,0.369,0
C000665,724.26,24,3,0.513,42,0.254,0.389,1
C000666,542.41,12,7,0.325,7,0.159,0.306,1
C000667,2215.41,24,3,0.578,1,0.293,0.202,0
C000668,79.78,24,5,0.897,19,0.336,0.65,1
C000669,1592.73,12,4,0.183,25,0.306,0.407,0
C000670,1802.39,12,4,0.232,12,0.308,0.651,0
C000671,126.63,12,4,0.481,11,0.34,0.184,0
C000672,505.65,24,6,0.497,27,0.683,0.238,0
C000673,494.15,3,3,0.888,10,0.466,0.439,0
C000674,215.72,12,3,0.405,0,0.454,0.268,1
C000675,357.0,12,4,0.483,44,0.082,0.323,0
C000676,273.57,12,7,0.476,5,0.451,0.106,1
C000677,2702.19,12,2,0.557,18,0.038,0.286,0
C000678,1406.05,12,1,0.568,16,0.42,0.179,0
C000679,1839.49,6,2,0.337,14,0.522,0.046,0
C000680,1184.81,12,3,0.165,5,0.14,0.627,0
C000681,269.55,12,2,0.553,26,0.25,0.436,0
C000682,437.2,36,3,0.597,5,0.39,0.141,0
C000683,983.88,6,4,0.105,55,0.783,0.346,1
C000684,250.21,24,0,0.181,16,0.231,0.18,0
C000685,1176.62,12,5,0.144,29,0.719,0.261,1
C000686,548.8,3,0,0.248,27,0.126,0.175,0
C000687,492.82,24,5,0.759,69,0.318,0.505,0
C000688,1174.7,3,4,0.081,15,0.301,0.214,1
C000689,949.0,36,4,0.228,1,0.422,0.118,0
C000690,498.31,24,4,0.638,1,0.252,0.064,0
C000691,1681.54,6,2,0.604,8,0.083,0.43,0
C000692,280.1,6,1,0.221,8,0.548,0.193,1
C000693,1088.71,12,2,0.596,4,0.449,0.458,0
C000694,1069.0,12,5,0.702,52,0.637,0.161,0
C000695,519.24,12,2,0.509,12,0.66,0.199,0
C000696,863.42,12,1,0.625,46,0.169,0.352,0
C000697,244.47,12,5,0.802,1,0.248,0.061,0
C000698,1393.01,6,3,0.803,8,0.329,0.345,0
C000699,573.68,24,1,0.657,8,0.187,0.224,0
C000700,437.83,24,0,0.206,0,0.783,0.455,0
C000701,1539.49,12,5,0.678,20,0.308,0.18,0
C000702,378.62,24,3,0.359,3,0.379,0.693,1
C000703,215.56,6,3,0.567,8,0.67,0.374,1
C000704,191.46,3,2,0.299,79,0.636,0.211,1
C000705,1080.1,12,2,0.479,53,0.844,0.464,1
C000706,238.81,12,3,0.563,6,0.672,0.136,0
C000707,2707.65,12,2,0.153,7,0.088,0.031,0
C000708,125.77,24,5,0.507,15,0.741,0.622,0
C000709,2584.18,36,3,0.075,6,0.588,0.312,0
C000710,787.46,12,4,0.75,25,0.589,0.656,0
C000711,615.62,24,3,0.666,16,0.534,0.574,0
C000712,430.12,3,5,0.356,12,0.56,0.463,0
C000713,915.35,6,1,0.463,63,0.255,0.106,0
C000714,645.41,24,3,0.129,4,0.103,0.334,0
C000715,1607.83,12,4,0.877,39,0.434,0.028,0
C000716,728.79,12,2,0.6,25,0.322,0.354,0
C000717,750.13,12,1,0.719,4,0.614,0.173,0
C000718,497.26,12,1,0.76,4,0.349,0.114,1
C000719,635.52,6,3,0.065,17,0.41,0.151,1
C000720,850.85,12,3,0.722,1,0.383,0.515,0
C000721,169.33,6,1,0.362,13,0.34,0.11,0
C000722,226.21,3,6,0.519,8,0.337,0.152,0
C000723,1205.45,12,2,0.528,38,0.388,0.317,0
C000724,762.57,6,1,0.913,18,0.23,0.318,1
C000725,574.11,24,6,0.339,20,0.562,0.068,0
C000726,675.02,3,3,0.106,7,0.533,0.291,0
C000727,878.37,6,1,0.538,4,0.375,0.396,1
C000728,431.9,12,2,0.708,15,0.381,0.659,0
C000729,356.86,12,2,0.167,57,0.063,0.033,0
C000730,777.96,3,4,0.559,18,0.546,0.211,0
C000731,304.08,3,3,0.693,0,0.467,0.403,0
C000732,922.05,36,3,0.369,66,0.426,0.491,1
C000733,170.36,12,5,0.742,35,0.632,0.057,0
C000734,1515.23,12,1,0.778,43,0.514,0.239,0
C000735,970.76,12,3,0.38,12,0.437,0.239,0
C000736,816.33,6,5,0.592,45,0.406,0.485,1
C000737,1459.94,12,3,0.306,5,0.41,0.085,1
C000738,2520.92,12,3,0.164,32,0.639,0.378,0
C000739,1497.42,24,2,0.415,18,0.644,0.177,0
C000740,152.52,6,4,0.354,60,0.488,0.287,1
C000741,238.97,24,4,0.698,7,0.444,0.319,0
C000742,403.49,6,4,0.211,2,0.261,0.265,0
C000743,679.17,6,0,0.608,25,0.61,0.201,0
C000744,1006.39,3,4,0.095,85,0.042,0.481,1
C000745,372.19,6,2,0.245,3,0.731,0.23,1
C000746,772.33,36,2,0.429,2,0.378,0.156,0
C000747,363.47,12,5,0.934,11,0.669,0.352,0
C000748,407.8,3,3,0.285,25,0.124,0.7,0
C000749,215.87,36,2,0.162,18,0.53,0.199,0
C000750,317.8,24,5,0.688,56,0.475,0.182,0
C000751,225.57,24,2,0.558,33,0.108,0.215,0
C000752,304.69,36,1,0.736,17,0.485,0.059,0
C000753,1545.21,6,3,0.246,8,0.38,0.271,0
C000754,311.21,24,3,0.419,36,0.176,0.137,1
C000755,5463.83,12,1,0.575,13,0.485,0.082,0
C000756,986.98,24,3,0.797,41,0.222,0.417,1
C000757,771.14,24,1,0.302,18,0.286,0.154,0
C000758,334.73,12,4,0.328,24,0.511,0.09,0
C000759,1164.73,24,3,0.791,0,0.273,0.173,1
C000760,419.68,6,4,0.265,92,0.303,0.237,1
C000761,733.34,12,3,0.684,28,0.424,0.276,0
C000762,5156.78,6,6,0.498,17,0.32,0.548,0
C000763,615.94,36,1,0.309,15,0.146,0.263,0
C000764,1668.06,6,3,0.272,18,0.04,0.769,1
C000765,378.97,12,5,0.208,0,0.29,0.567,0
C000766,646.78,12,2,0.66,9,0.305,0.163,0
C000767,2742.54,36,3,0.807,1,0.505,0.424,0
C000768,402.79,12,2,0.201,3,0.289,0.122,0
C000769,2835.46,24,5,0.797,8,0.268,0.504,0
C000770,1171.69,24,0,0.557,22,0.423,0.052,1
C000771,424.12,12,1,0.939,53,0.21,0.124,0
C000772,1103.15,12,3,0.429,86,0.417,0.23,1
C000773,1448.15,24,3,0.171,27,0.478,0.136,1
C000774,1093.84,36,4,0.623,6,0.732,0.202,0
C000775,189.39,24,4,0.713,7,0.541,0.182,0
C000776,371.78,6,4,0.467,7,0.868,0.111,0
C000777,545.65,24,5,0.287,36,0.491,0.089,0
C000778,626.69,12,3,0.369,29,0.634,0.439,0
C000779,1092.84,12,4,0.358,1,0.154,0.248,1
C000780,766.75,24,0,0.497,13,0.324,0.23,1
C000781,228.54,6,4,0.826,20,0.515,0.128,0
C000782,901.59,24,4,0.537,0,0.42,0.201,0
C000783,1084.06,12,1,0.568,18,0.271,0.379,0
C000784,1040.89,24,5,0.551,56,0.246,0.281,0
C000785,1579.12,6,2,0.462,0,0.587,0.105,0
C000786,1296.13,12,2,0.426,3,0.462,0.111,0
C000787,960.39,24,3,0.893,2,0.359,0.24,0
C000788,628.83,3,4,0.779,9,0.428,0.427,0
C000789,176.13,6,4,0.691,9,0.241,0.475,0
C000790,937.95,36,2,0.672,62,0.783,0.234,0
C000791,785.37,6,1,0.409,32,0.585,0.304,0
C000792,826.55,36,5,0.561,20,0.509,0.217,0
C000793,239.51,6,4,0.908,20,0.375,0.164,0
C000794,280.1,12,5,0.481,21,0.176,0.568,0
C000795,1544.6,24,3,0.534,3,0.411,0.444,0
C000796,644.42,12,3,0.629,8,0.478,0.067,0
C000797,1147.34,12,2,0.339,20,0.483,0.302,0
C000798,680.38,12,3,0.702,0,0.387,0.151,0
C000799,681.17,24,1,0.4,13,0.295,0.204,0
C000800,1408.99,6,2,0.289,36,0.657,0.264,1
C000801,440.17,12,4,0.628,15,0.149,0.427,0
C000802,718.31,6,2,0.298,40,0.176,0.176,1
C000803,459.52,12,5,0.452,27,0.553,0.147,0
C000804,469.85,6,4,0.815,15,0.369,0.304,1
C000805,519.39,12,2,0.265,9,0.175,0.305,1
C000806,794.5,12,4,0.421,21,0.55,0.649,0
C000807,453.5,3,1,0.451,13,0.134,0.216,0
C000808,1816.39,3,4,0.52,103,0.241,0.134,0
C000809,325.16,12,2,0.055,18,0.284,0.187,1
C000810,572.78,12,7,0.544,5,0.324,0.327,0
C000811,467.88,24,3,0.814,65,0.363,0.191,0
C000812,2116.63,12,2,0.361,6,0.547,0.351,0
C000813,778.4,3,6,0.431,44,0.563,0.26,0
C000814,1518.5,12,1,0.5,13,0.561,0.449,0
C000815,202.66,3,2,0.79,24,0.382,0.182,0
C000816,823.56,24,4,0.275,4,0.098,0.134,0
C000817,1355.2,36,7,0.323,16,0.602,0.539,0
C000818,710.4,12,5,0.436,4,0.231,0.277,0
C000819,1559.91,12,2,0.497,5,0.682,0.09,0
C000820,439.73,6,4,0.431,3,0.53,0.369,0
C000821,2053.86,12,5,0.513,11,0.3,0.254,1
C000822,4184.4,24,2,0.511,14,0.244,0.399,0
C000823,497.57,6,2,0.513,6,0.362,0.171,0
C000824,465.73,6,1,0.209,19,0.251,0.217,1
C000825,2127.51,12,1,0.04,6,0.338,0.263,1
C000826,2353.5,24,3,0.296,14,0.16,0.37,0
C000827,437.78,12,4,0.467,23,0.415,0.19,1
C000828,475.25,36,2,0.78,1,0.097,0.117,0
C000829,530.9,3,1,0.4,39,0.354,0.372,0
C000830,226.88,12,1,0.332,8,0.478,0.114,0
C000831,318.96,24,5,0.522,14,0.568,0.291,0
C000832,297.88,6,1,0.815,11,0.113,0.483,1
C000833,359.88,12,2,0.782,59,0.509,0.282,1
C000834,646.94,6,2,0.334,4,0.299,0.406,0
C000835,802.21,3,1,0.414,19,0.272,0.575,0
C000836,2299.39,6,4,0.755,35,0.6,0.246,0
C000837,299.26,36,2,0.221,11,0.595,0.31,0
C000838,1461.85,12,2,0.671,8,0.153,0.203,0
C000839,560.49,24,2,0.687,2,0.814,0.318,0
C000840,639.34,12,4,0.606,25,0.313,0.312,0
C000841,1141.22,12,8,0.874,30,0.498,0.703,1
C000842,270.92,12,2,0.162,7,0.583,0.181,0
C000843,903.19,36,3,0.021,29,0.556,0.236,0
C000844,759.88,24,3,0.422,2,0.904,0.347,0
C000845,986.3,24,0,0.74,11,0.586,0.288,1
C000846,838.27,3,3,0.378,6,0.325,0.193,0
C000847,4742.12,12,3,0.338,6,0.506,0.22,0
C000848,399.34,12,7,0.251,53,0.35,0.496,0
C000849,434.94,36,3,0.303,29,0.223,0.11,1
C000850,404.03,6,2,0.249,29,0.346,0.251,0
C000851,426.5,6,0,0.426,13,0.52,0.065,0
C000852,399.45,12,5,0.759,19,0.358,0.149,1
C000853,1721.95,6,2,0.477,30,0.465,0.431,1
C000854,2072.28,6,2,0.854,6,0.327,0.443,0
C000855,421.32,24,3,0.847,6,0.664,0.049,0
C000856,341.76,12,2,0.593,43,0.471,0.151,1
C000857,969.84,24,1,0.585,5,0.562,0.243,0
C000858,427.61,24,5,0.685,22,0.272,0.594,0
C000859,1103.61,6,2,0.211,50,0.258,0.456,0
C000860,782.38,12,2,0.476,60,0.855,0.49,1
C000861,197.83,3,4,0.419,7,0.376,0.491,1
C000862,2293.89,36,1,0.261,59,0.541,0.266,1
C000863,2798.12,12,1,0.863,2,0.354,0.433,0
C000864,407.39,12,3,0.471,5,0.122,0.242,0
C000865,487.77,12,1,0.63,10,0.538,0.028,0
C000866,836.05,12,2,0.607,28,0.479,0.252,1
C000867,869.19,6,5,0.623,1,0.2,0.138,0
C000868,1126.46,12,3,0.321,5,0.487,0.316,0
C000869,3321.47,24,2,0.415,12,0.598,0.156,0
C000870,577.35,24,1,0.801,1,0.455,0.103,0
C000871,351.2,12,4,0.307,8,0.586,0.077,0
C000872,220.64,12,5,0.47,19,0.283,0.384,1
C000873,370.65,24,3,0.612,29,0.385,0.088,0
C000874,647.75,3,6,0.622,13,0.685,0.336,0
C000875,2795.16,24,5,0.585,11,0.254,0.171,0
C000876,439.62,6,4,0.16,8,0.864,0.262,1
C000877,795.55,12,4,0.102,9,0.096,0.086,0
C000878,656.46,12,2,0.671,15,0.509,0.242,0
C000879,1721.09,12,3,0.516,10,0.915,0.088,0
C000880,5021.81,24,6,0.286,7,0.601,0.174,0
C000881,434.98,6,3,0.892,19,0.08,0.23,0
C000882,449.64,12,1,0.674,113,0.268,0.23,1
C000883,1533.53,12,5,0.834,6,0.311,0.224,1
C000884,1147.7,24,3,0.26,2,0.295,0.212,0
C000885,2914.24,6,1,0.492,3,0.687,0.234,0
C000886,1061.19,24,2,0.947,18,0.522,0.364,1
C000887,498.98,12,2,0.47,16,0.254,0.414,0
C000888,1066.91,6,1,0.534,2,0.136,0.029,0
C000889,1614.79,24,4,0.851,10,0.281,0.117,0
C000890,1282.27,3,3,0.562,38,0.553,0.366,0
C000891,998.07,12,5,0.844,12,0.671,0.103,1
C000892,1561.4,3,2,0.374,30,0.14,0.382,0
C000893,1695.0,12,2,0.154,0,0.544,0.517,0
C000894,2009.67,12,1,0.545,13,0.719,0.239,1
C000895,1117.63,12,5,0.671,34,0.068,0.377,0
C000896,581.9,12,4,0.081,18,0.271,0.526,0
C000897,747.98,12,3,0.634,2,0.423,0.091,0
C000898,1746.22,6,5,0.626,43,0.367,0.218,0
C000899,346.0,12,2,0.096,4,0.301,0.761,0
C000900,893.31,36,4,0.494,24,0.493,0.068,0
C000901,485.57,24,1,0.216,1,0.46,0.119,0
C000902,680.61,6,0,0.579,15,0.305,0.199,0
C000903,1849.67,3,3,0.122,7,0.096,0.445,1
C000904,775.01,36,3,0.576,74,0.592,0.724,0
C000905,690.32,12,6,0.175,45,0.467,0.289,0
C000906,224.11,12,2,0.879,11,0.299,0.27,0
C000907,1208.34,24,4,0.399,38,0.454,0.081,0
C000908,1114.75,12,2,0.505,5,0.15,0.395,0
C000909,3754.1,12,1,0.369,14,0.059,0.423,0
C000910,519.97,36,5,0.691,35,0.554,0.324,0
C000911,792.6,12,4,0.515,23,0.397,0.199,0
C000912,812.01,6,1,0.385,11,0.439,0.473,0
C000913,2349.51,6,2,0.656,15,0.421,0.003,0
C000914,616.32,6,5,0.46,6,0.261,0.256,0
C000915,831.49,24,1,0.101,16,0.16,0.305,0
C000916,1081.73,6,3,0.447,2,0.652,0.107,0
C000917,772.23,3,5,0.146,28,0.345,0.229,0
C000918,465.38,36,2,0.965,105,0.632,0.319,1
C000919,776.87,6,2,0.371,1,0.363,0.082,0
C000920,1570.12,3,3,0.67,31,0.307,0.49,1
C000921,292.59,6,2,0.574,36,0.847,0.186,1
C000922,739.8,6,3,0.17,0,0.052,0.465,0
C000923,379.9,12,2,0.03,17,0.54,0.149,0
C000924,1730.28,36,4,0.058,44,0.366,0.05,0
C000925,196.65,24,3,0.764,16,0.326,0.44,0
C000926,425.33,12,4,0.516,17,0.638,0.16,0
C000927,899.44,12,5,0.413,108,0.838,0.593,1
C000928,2327.2,12,3,0.413,45,0.217,0.363,0
C000929,631.06,6,1,0.7,20,0.285,0.494,0
C000930,426.6,3,1,0.259,14,0.269,0.403,1
C000931,2995.68,36,2,0.905,4,0.309,0.4,0
C000932,208.84,6,3,0.663,37,0.214,0.204,0
C000933,114.54,6,5,0.674,6,0.435,0.42,0
C000934,945.78,12,2,0.687,0,0.092,0.475,0
C000935,445.13,12,1,0.251,1,0.523,0.251,1
C000936,293.83,3,7,0.533,4,0.178,0.444,0
C000937,1172.26,6,5,0.623,33,0.625,0.287,0
C000938,808.39,12,2,0.268,73,0.224,0.102,0
C000939,423.58,12,2,0.35,25,0.39,0.522,0
C000940,238.83,6,2,0.36,3,0.743,0.664,0
C000941,1336.71,12,2,0.304,40,0.77,0.507,0
C000942,1118.97,12,1,0.304,33,0.125,0.312,1
C000943,614.41,24,3,0.918,37,0.224,0.342,0
C000944,2914.08,12,2,0.39,3,0.18,0.32,0
C000945,282.57,6,6,0.311,14,0.213,0.183,0
C000946,196.29,12,6,0.566,19,0.733,0.291,0
C000947,382.4,24,2,0.559,22,0.863,0.049,0
C000948,641.32,6,5,0.664,23,0.417,0.247,1
C000949,808.09,12,1,0.545,0,0.816,0.27,0
C000950,548.4,3,3,0.203,64,0.666,0.671,1
C000951,881.52,3,5,0.785,17,0.096,0.189,0
C000952,244.39,12,2,0.33,4,0.538,0.476,0
C000953,2111.2,6,2,0.784,29,0.398,0.467,1
C000954,622.83,24,0,0.255,1,0.604,0.587,0
C000955,1625.93,12,3,0.562,3,0.812,0.172,1
C000956,874.96,12,5,0.387,10,0.852,0.458,0
C000957,958.53,12,2,0.75,16,0.36,0.457,1
C000958,1049.23,12,4,0.88,10,0.245,0.09,0
C000959,951.62,3,1,0.164,7,0.805,0.343,0
C000960,1112.29,24,4,0.661,26,0.293,0.263,0
C000961,1926.23,36,3,0.859,0,0.67,0.2,0
C000962,778.38,6,5,0.468,22,0.4,0.34,0
C000963,1172.86,6,5,0.708,59,0.699,0.438,0
C000964,619.07,6,0,0.65,3,0.33,0.294,0
C000965,2105.05,12,1,0.36,38,0.285,0.64,0
C000966,387.18,12,3,0.439,4,0.865,0.085,1
C000967,2809.47,24,3,0.678,10,0.76,0.1,0
C000968,644.11,24,6,0.168,73,0.222,0.466,0
C000969,211.74,12,0,0.724,30,0.17,0.213,1
C000970,736.92,12,4,0.629,8,0.567,0.311,0
C000971,385.74,12,5,0.719,8,0.397,0.472,0
C000972,1303.12,12,1,0.094,7,0.677,0.378,0
C000973,394.61,12,5,0.57,9,0.448,0.218,0
C000974,465.47,12,4,0.691,74,0.447,0.315,1
C000975,146.7,12,2,0.598,8,0.641,0.203,0
C000976,463.2,12,7,0.526,11,0.189,0.298,0
C000977,95.67,12,2,0.715,4,0.494,0.107,0
C000978,187.33,24,2,0.548,20,0.518,0.597,1
C000979,1222.11,12,2,0.131,35,0.258,0.23,1
C000980,1247.18,12,2,0.649,6,0.578,0.239,0
C000981,934.83,12,5,0.852,4,0.443,0.442,0
